import time: self [us] | cumulative | imported package
import time:       650 |        650 |                 idna.idnadata
import time:       249 |        249 |                 idna.intranges
import time:       856 |       1754 |               idna.core
import time:       220 |        220 |               idna.package_data
import time:       485 |       2457 |             idna
import time:      1081 |       3538 |           requests.packages
import time:       419 |        419 |                       importlib._adapters
import time:       519 |        937 |                     importlib._common
import time:       532 |       1469 |                   importlib.resources
import time:       461 |       1929 |                 certifi.core
import time:       522 |       2451 |               certifi
import time:       290 |       2741 |             requests.certs
import time:       228 |        228 |             requests.__version__
import time:       562 |        562 |             requests._internal_utils
import time:       371 |        371 |             requests.cookies
import time:       295 |        295 |             requests.structures
import time:       493 |        493 |             importlib.readers
import time:       732 |       5419 |           requests.utils
import time:       580 |        580 |                 requests.auth
import time:       606 |        606 |                     stringprep
import time:       520 |       1126 |                   encodings.idna
import time:       253 |        253 |                   requests.hooks
import time:       447 |        447 |                   requests.status_codes
import time:       544 |       2369 |                 requests.models
import time:       297 |        297 |                   urllib3.contrib
import time:       286 |        286 |                   socks
import time:       411 |        993 |                 urllib3.contrib.socks
import time:       511 |       4451 |               requests.adapters
import time:       494 |       4944 |             requests.sessions
import time:       423 |       5366 |           requests.api
import time:      1526 |      82175 |         requests
import time:      5799 |       5799 |         torch.utils.model_zoo
import time:      9170 |      97143 |       torchvision.datasets.utils
import time:      9233 |       9233 |       torchvision.datasets.vision
import time:      6924 |     314568 |     torchvision.datasets._optical_flow
import time:      6581 |       6581 |     torchvision.datasets._stereo_matching
import time:     13463 |      13463 |     torchvision.datasets.caltech
import time:     13210 |      13210 |     torchvision.datasets.celeba
import time:     19487 |      19487 |     torchvision.datasets.cifar
import time:      6635 |       6635 |     torchvision.datasets.cityscapes
import time:      9164 |       9164 |     torchvision.datasets.clevr
import time:      5988 |       5988 |     torchvision.datasets.coco
import time:     12874 |      12874 |       torchvision.datasets.folder
import time:     12726 |      25600 |     torchvision.datasets.country211
import time:      8905 |       8905 |     torchvision.datasets.dtd
import time:      9460 |       9460 |     torchvision.datasets.eurosat
import time:       351 |        351 |           accimage
import time:       680 |        680 |             accimage
import time:      1397 |       1397 |                 PIL.ImageFilter
import time:       818 |        818 |                 PIL.ImageStat
import time:       588 |       2802 |               PIL.ImageEnhance
import time:       347 |        347 |                   PIL.GimpGradientFile
import time:       323 |        323 |                   PIL.GimpPaletteFile
import time:       278 |        278 |                   PIL.PaletteFile
import time:       406 |       1352 |                 PIL.ImagePalette
import time:       887 |       2239 |               PIL.ImageOps
import time:       910 |        910 |               accimage
import time:      6523 |      12474 |             torchvision.transforms._functional_pil
import time:      8038 |       8038 |             torchvision.transforms._functional_tensor
import time:      9472 |      30663 |           torchvision.transforms.functional
import time:      7323 |      38336 |         torchvision.transforms.transforms
import time:     15747 |      15747 |         torchvision.transforms.autoaugment
import time:      9494 |      63576 |       torchvision.transforms
import time:      7322 |      70897 |     torchvision.datasets.fakedata
import time:      9426 |       9426 |     torchvision.datasets.fer2013
import time:      8708 |       8708 |     torchvision.datasets.fgvc_aircraft
import time:      1594 |       1594 |           html.entities
import time:       950 |       2544 |         html
import time:       790 |        790 |         _markupbase
import time:      1445 |       4778 |       html.parser
import time:      9414 |      14191 |     torchvision.datasets.flickr
import time:      8556 |       8556 |     torchvision.datasets.flowers102
import time:      6278 |       6278 |     torchvision.datasets.food101
import time:      7065 |       7065 |     torchvision.datasets.gtsrb
import time:      8665 |       8665 |       torchvision.datasets.video_utils
import time:      7101 |      15765 |     torchvision.datasets.hmdb51
import time:      5831 |       5831 |     torchvision.datasets.imagenet
import time:      6135 |       6135 |     torchvision.datasets.inaturalist
import time:      5204 |       5204 |     torchvision.datasets.kinetics
import time:     23462 |      23462 |     torchvision.datasets.kitti
import time:      6169 |       6169 |     torchvision.datasets.lfw
import time:      8091 |       8091 |     torchvision.datasets.lsun
import time:     13974 |      13974 |     torchvision.datasets.mnist
import time:     11173 |      11173 |     torchvision.datasets.moving_mnist
import time:      8203 |       8203 |     torchvision.datasets.omniglot
import time:      6705 |       6705 |     torchvision.datasets.oxford_iiit_pet
import time:      8440 |       8440 |     torchvision.datasets.pcam
import time:      7556 |       7556 |     torchvision.datasets.phototour
import time:      6853 |       6853 |     torchvision.datasets.places365
import time:      8037 |       8037 |     torchvision.datasets.rendered_sst2
import time:      6167 |       6167 |     torchvision.datasets.sbd
import time:     69954 |      69954 |     torchvision.datasets.sbu
import time:      8298 |       8298 |     torchvision.datasets.semeion
import time:     55433 |      55433 |     torchvision.datasets.stanford_cars
import time:     11393 |      11393 |     torchvision.datasets.stl10
import time:      7687 |       7687 |     torchvision.datasets.sun397
import time:     10813 |      10813 |     torchvision.datasets.svhn
import time:     14717 |      14717 |     torchvision.datasets.ucf101
import time:     14082 |      14082 |     torchvision.datasets.usps
import time:      1062 |       1062 |           xml
import time:      1253 |       2314 |         xml.etree
import time:      1869 |       1869 |         xml.etree.ElementPath
import time:      2416 |       2416 |           pyexpat
import time:      2242 |       4657 |         _elementtree
import time:      2518 |      11357 |       xml.etree.ElementTree
import time:       484 |        484 |         defusedxml
import time:        35 |        519 |       defusedxml.ElementTree
import time:     11526 |      23402 |     torchvision.datasets.voc
import time:     10916 |      10916 |     torchvision.datasets.widerface
import time:     11245 |     943866 |   torchvision.datasets
import time:      9688 |       9688 |       torchvision.transforms._presets
import time:     13161 |      13161 |       torchvision.models._api
import time:     14650 |      14650 |       torchvision.models._meta
import time:      7647 |       7647 |         torchvision._utils
import time:      8620 |      16267 |       torchvision.models._utils
import time:     11532 |      65297 |     torchvision.models.alexnet
import time:      6053 |       6053 |           torchvision.ops._register_onnx_ops
import time:     11805 |      11805 |             torchvision.ops._box_convert
import time:     14604 |      14604 |             torchvision.ops._utils
import time:      5700 |      32108 |           torchvision.ops.boxes
import time:      5422 |       5422 |             torchvision.ops.diou_loss
import time:      6678 |      12099 |           torchvision.ops.ciou_loss
import time:      5337 |       5337 |           torchvision.ops.deform_conv
import time:      8270 |       8270 |           torchvision.ops.drop_block
import time:      5184 |       5184 |             torchvision.ops.misc
import time:      4954 |      10138 |           torchvision.ops.feature_pyramid_network
import time:      5809 |       5809 |           torchvision.ops.focal_loss
import time:      5402 |       5402 |           torchvision.ops.giou_loss
import time:      5074 |       5074 |             torchvision.ops.roi_align
import time:      6378 |      11452 |           torchvision.ops.poolers
import time:      6463 |       6463 |           torchvision.ops.ps_roi_align
import time:      6040 |       6040 |           torchvision.ops.ps_roi_pool
import time:      5694 |       5694 |           torchvision.ops.roi_pool
import time:      5587 |       5587 |           torchvision.ops.stochastic_depth
import time:      6559 |     127006 |         torchvision.ops
import time:        71 |     127076 |       torchvision.ops.misc
import time:      7329 |     134404 |     torchvision.models.convnext
import time:     20455 |      20455 |       torch.utils.checkpoint
import time:     10131 |      30585 |     torchvision.models.densenet
import time:      8729 |       8729 |     torchvision.models.efficientnet
import time:      7263 |       7263 |     torchvision.models.googlenet
import time:      6455 |       6455 |     torchvision.models.inception
import time:      6593 |       6593 |     torchvision.models.mnasnet
import time:     11839 |      11839 |       torchvision.models.mobilenetv2
import time:      9229 |       9229 |       torchvision.models.mobilenetv3
import time:      4913 |      25980 |     torchvision.models.mobilenet
import time:      9545 |       9545 |     torchvision.models.regnet
import time:      7339 |       7339 |     torchvision.models.resnet
import time:      6357 |       6357 |     torchvision.models.shufflenetv2
import time:      6383 |       6383 |     torchvision.models.squeezenet
import time:      6640 |       6640 |     torchvision.models.vgg
import time:      7437 |       7437 |     torchvision.models.vision_transformer
import time:      7742 |       7742 |     torchvision.models.swin_transformer
import time:      5428 |       5428 |     torchvision.models.maxvit
import time:      6249 |       6249 |         torchvision.models.detection._utils
import time:      6838 |       6838 |           torchvision.models.detection.image_list
import time:      6858 |      13695 |         torchvision.models.detection.anchor_utils
import time:      7358 |       7358 |         torchvision.models.detection.backbone_utils
import time:      5762 |       5762 |         torchvision.models.detection.generalized_rcnn
import time:      5968 |       5968 |         torchvision.models.detection.roi_heads
import time:     25576 |      25576 |         torchvision.models.detection.rpn
import time:      8868 |       8868 |         torchvision.models.detection.transform
import time:      7284 |      80756 |       torchvision.models.detection.faster_rcnn
import time:      8027 |       8027 |       torchvision.models.detection.fcos
import time:      6830 |       6830 |       torchvision.models.detection.keypoint_rcnn
import time:      5701 |       5701 |       torchvision.models.detection.mask_rcnn
import time:      6171 |       6171 |       torchvision.models.detection.retinanet
import time:      5286 |       5286 |       torchvision.models.detection.ssd
import time:      5712 |       5712 |       torchvision.models.detection.ssdlite
import time:      6201 |     124680 |     torchvision.models.detection
import time:      5506 |       5506 |         torchvision.models.optical_flow._utils
import time:      6642 |      12147 |       torchvision.models.optical_flow.raft
import time:      5076 |      17223 |     torchvision.models.optical_flow
import time:      9899 |       9899 |         torchvision.models.quantization.utils
import time:     10787 |      20685 |       torchvision.models.quantization.googlenet
import time:      8656 |       8656 |       torchvision.models.quantization.inception
import time:      6754 |       6754 |         torchvision.models.quantization.mobilenetv2
import time:      5773 |       5773 |         torchvision.models.quantization.mobilenetv3
import time:      5147 |      17673 |       torchvision.models.quantization.mobilenet
import time:      6416 |       6416 |       torchvision.models.quantization.resnet
import time:      6432 |       6432 |       torchvision.models.quantization.shufflenetv2
import time:     14232 |      74092 |     torchvision.models.quantization
import time:      5797 |       5797 |         torchvision.models.segmentation._utils
import time:      6269 |       6269 |         torchvision.models.segmentation.fcn
import time:      7841 |      19906 |       torchvision.models.segmentation.deeplabv3
import time:      6675 |       6675 |       torchvision.models.segmentation.lraspp
import time:      4981 |      31561 |     torchvision.models.segmentation
import time:      9064 |       9064 |       torchvision.models.video.mvit
import time:      6502 |       6502 |       torchvision.models.video.resnet
import time:      5637 |       5637 |       torchvision.models.video.s3d
import time:      6142 |       6142 |       torchvision.models.video.swin_transformer
import time:      5153 |      32497 |     torchvision.models.video
import time:      9853 |     632073 |   torchvision.models
import time:      4909 |       4909 |   torchvision.version
import time:       763 |    2825261 | torchvision
